signature,size,buggy_gen,state+fault,interval,commits,churn
proposal/myrmidon/src/todo/org/apache/tools/ant/taskdefs/Sleep.java^124^147+proposal/myrmidon/src/todo/org/apache/tools/ant/taskdefs/optional/net/MimeMail.java^347^367,24,False,I_N,M_N,30593c2^669a7ea,7
src/main/org/apache/tools/ant/types/resources/MappedResourceCollection.java^188^205+src/main/org/apache/tools/ant/types/resources/comparators/DelegatedResourceComparator.java^105^124,20,False,I_N,YY_N,45485bd^9caeed5,13
proposal/myrmidon/src/todo/org/apache/tools/ant/taskdefs/optional/vss/MSVSSGET.java^468^512+src/main/org/apache/tools/ant/taskdefs/optional/vss/MSVSSCHECKIN.java^82^120,45,False,I_N,Y_N,30593c2^38dce34,4
proposal/myrmidon/src/main/org/apache/tools/ant/taskdefs/rmic/RmicAdapterFactory.java^47^89+proposal/myrmidon/src/todo/org/apache/tools/ant/taskdefs/rmic/RmicAdapterFactory.java^47^89,43,False,I_N^I_N,Y_N^M_N,30593c2^0da0af0^4751846,4^18
src/main/org/apache/tools/ant/types/resources/Archives.java^183^195+src/main/org/apache/tools/ant/types/selectors/AbstractSelectorContainer.java^324^338,15,False,I_N^I_N,D_N^M_N,1b76f1b^13f6d98^df33426,2^2
proposal/myrmidon/src/main/org/apache/tools/ant/taskdefs/Cvs.java^188^336+proposal/myrmidon/src/todo/org/apache/tools/ant/taskdefs/Cvs.java^188^336,149,False,I_N,D_N,30593c2^d47f6c9,6
src/main/org/apache/tools/ant/types/resources/Archives.java^183^195+src/main/org/apache/tools/ant/types/resources/BaseResourceCollectionContainer.java^191^206,16,False,I_N^I_N,D_N^M_N,1b76f1b^13f6d98^df33426,2^2
proposal/myrmidon/src/main/org/apache/tools/ant/types/Reference.java^43^57+proposal/myrmidon/src/todo/org/apache/tools/ant/types/Reference.java^43^57,15,False,C_N,D_N,d1064de^b8c5034,8
proposal/myrmidon/src/todo/org/apache/tools/ant/taskdefs/optional/ejb/JbossDeploymentTool.java^39^57+src/main/org/apache/tools/ant/taskdefs/optional/ejb/JbossDeploymentTool.java^80^93,19,False,I_N,M_N,b8c5034^669a7ea,2
proposal/myrmidon/src/todo/org/apache/tools/todo/util/regexp/JakartaOroRegexp.java^30^74+src/main/org/apache/tools/ant/util/regexp/JakartaOroRegexp.java^75^110,45,True,C_Y,M_Y,7fb3592^6154080,2
proposal/myrmidon/src/todo/org/apache/tools/ant/taskdefs/Ear.java^81^107+src/main/org/apache/tools/ant/taskdefs/Ear.java^128^146,27,False,I_N,W_N,e3b6d1f^0a07be8,10
proposal/myrmidon/src/main/org/apache/tools/ant/taskdefs/optional/ejb/WLRun.java^406^427+src/main/org/apache/tools/ant/taskdefs/optional/ejb/WLRun.java^193^210,22,False,I_N,Y_N,e24538c^3946d31,3
src/main/org/apache/tools/ant/taskdefs/optional/clearcase/CCLock.java^129^156+src/main/org/apache/tools/ant/taskdefs/optional/clearcase/CCMklabel.java^131^159,29,False,I_Y,Y_Y,96404f8^5f41947,18
